id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
512,Viman Nagar,2785,4,3,1990,0,2164258
513,Koregaon Park,3361,4,3,2017,0,5790226
514,Viman Nagar,2612,2,2,1996,0,5420898
515,Viman Nagar,3119,4,3,1995,0,8862624
516,Pimpri-Chinchwad,1475,2,1,2020,1,5249047
517,Hinjewadi,898,2,3,1990,0,7901233
518,Kalyani Nagar,1907,4,2,1994,1,5877079
519,Kalyani Nagar,3137,3,2,2007,1,12577088
520,Pimpri-Chinchwad,897,2,1,2023,0,12953485
521,Viman Nagar,2355,2,3,2003,1,10108272
522,Koregaon Park,2060,2,2,2007,1,3461358
523,Viman Nagar,1170,2,1,1990,0,13573526
524,Pimpri-Chinchwad,1974,2,2,2013,0,2069627
525,Kalyani Nagar,3494,2,1,1989,0,7067948
526,Viman Nagar,1484,1,1,2016,0,12648983
527,Kalyani Nagar,1251,4,3,1988,0,5770224
528,Koregaon Park,1871,2,2,1990,0,9982851
529,Kalyani Nagar,3473,3,1,2019,0,12707594
530,Kalyani Nagar,2154,3,3,2015,0,7680429
531,Hinjewadi,3172,2,1,2015,0,12995979
532,Hinjewadi,2570,5,3,1993,0,14894379
533,Hinjewadi,1745,2,2,2014,1,11512447
534,Kalyani Nagar,2183,3,1,1980,0,3164256
535,Pimpri-Chinchwad,843,4,2,2013,1,3861789
536,Kalyani Nagar,2559,2,1,1982,0,9672937
537,Pimpri-Chinchwad,3064,5,2,1995,1,5128978
538,Pimpri-Chinchwad,2527,1,1,2019,1,11025997
539,Hinjewadi,1879,3,2,2007,1,9251239
540,Viman Nagar,1777,3,1,2014,1,5339618
541,Koregaon Park,1834,2,2,1990,1,13061339
542,Hinjewadi,3204,1,2,1985,1,7986452
543,Hinjewadi,3326,2,2,1999,1,6284708
544,Viman Nagar,1693,5,2,1991,0,8180542
545,Koregaon Park,1368,5,3,2019,1,3722345
546,Kalyani Nagar,2558,5,1,2012,1,12412232
547,Kalyani Nagar,904,4,1,2022,0,7190701
548,Hinjewadi,2823,5,1,1999,1,5684199
549,Koregaon Park,1420,1,1,1980,1,14569362
550,Hinjewadi,1349,1,3,1986,0,3948608
551,Pimpri-Chinchwad,3479,4,3,2006,0,2920505
552,Hinjewadi,2854,5,2,1980,0,2308898
553,Hinjewadi,3489,2,3,1996,1,9673680
554,Kalyani Nagar,2891,5,3,1982,0,6511353
555,Kalyani Nagar,2017,3,2,2009,0,14430420
556,Kalyani Nagar,1047,5,3,1991,1,8168685
557,Pimpri-Chinchwad,2433,1,3,2011,1,4213405
558,Kalyani Nagar,836,4,1,2001,0,3773095
559,Koregaon Park,2136,3,1,1981,1,3039143
560,Viman Nagar,3498,2,1,2020,0,14316225
561,Koregaon Park,1372,4,2,2012,0,13592747
562,Koregaon Park,2810,1,3,2013,0,4823486
563,Kalyani Nagar,1453,5,1,1985,1,8484212
564,Viman Nagar,3431,5,2,2001,0,5802344
565,Viman Nagar,2416,3,1,1980,0,13491803
566,Viman Nagar,2924,3,1,2017,1,6164750
567,Pimpri-Chinchwad,2567,4,1,2013,0,9513020
568,Kalyani Nagar,1678,3,3,1987,1,4617154
569,Viman Nagar,3438,4,1,1980,1,10706893
570,Pimpri-Chinchwad,2248,1,1,2005,1,9557550
571,Hinjewadi,1539,5,2,2023,0,5906407
572,Hinjewadi,2029,5,3,2010,1,6292558
573,Pimpri-Chinchwad,2941,3,2,2023,1,9618909
574,Pimpri-Chinchwad,2009,4,3,1993,1,12977938
575,Kalyani Nagar,846,3,2,2005,1,2494439
576,Kalyani Nagar,1950,2,1,2015,0,8722903
577,Hinjewadi,3363,2,3,2007,1,9661060
578,Viman Nagar,1128,2,2,1999,1,11279687
579,Hinjewadi,1152,5,3,2018,0,4362946
580,Viman Nagar,2393,4,3,1995,0,9455991
581,Viman Nagar,2582,5,2,2018,0,7151351
582,Kalyani Nagar,987,1,2,2016,1,2544939
583,Koregaon Park,1511,2,3,1990,0,12514160
584,Koregaon Park,1390,3,2,1989,1,10749300
585,Pimpri-Chinchwad,1029,1,3,2012,0,9369659
586,Kalyani Nagar,2748,1,1,2016,0,8639835
587,Viman Nagar,1120,4,1,2012,1,8607202
588,Koregaon Park,3333,5,2,2020,0,12364812
589,Viman Nagar,2195,3,3,2006,0,7977468
590,Koregaon Park,877,5,2,2011,1,6780606
591,Koregaon Park,2279,5,2,1987,1,14984128
592,Koregaon Park,3366,4,1,2014,1,3846642
593,Kalyani Nagar,2423,4,1,1997,0,8207640
594,Hinjewadi,992,2,3,2010,0,14141234
595,Viman Nagar,1608,2,2,2002,0,10272157
596,Kalyani Nagar,2633,5,2,1988,1,4153886
597,Kalyani Nagar,1218,5,2,1983,1,6927655
598,Kalyani Nagar,2241,5,3,2005,1,12790578
599,Kalyani Nagar,2728,2,3,1982,0,10609785
600,Kalyani Nagar,1616,2,2,2010,1,3878359
601,Pimpri-Chinchwad,3253,1,2,2000,0,7224233
602,Viman Nagar,1220,2,3,1989,0,3432044
603,Kalyani Nagar,3163,2,2,1986,1,6216412
604,Viman Nagar,811,4,2,2008,0,12099928
605,Pimpri-Chinchwad,3226,1,3,2006,0,13319156
606,Pimpri-Chinchwad,3139,5,1,1985,1,2746567
607,Viman Nagar,1663,4,1,1990,1,7365259
608,Koregaon Park,1694,4,3,1983,0,13068230
609,Hinjewadi,2721,3,2,1996,1,5798184
610,Koregaon Park,1685,3,2,1989,1,10734990
611,Koregaon Park,1444,5,1,2020,1,14867072
612,Koregaon Park,3047,2,2,1980,1,5427372
613,Kalyani Nagar,1371,1,3,2015,1,14371420
614,Pimpri-Chinchwad,2431,2,2,1995,0,4477364
615,Koregaon Park,1945,1,2,2013,0,2553737
616,Pimpri-Chinchwad,2368,5,3,2019,1,7663229
617,Viman Nagar,1125,4,2,1991,1,9178359
618,Hinjewadi,3455,3,3,1995,1,4746903
619,Viman Nagar,2083,2,3,1996,0,2301233
620,Viman Nagar,3019,2,2,1980,1,9065266
621,Kalyani Nagar,3085,2,2,2002,0,8179153
622,Hinjewadi,3195,5,1,1998,1,10349407
623,Viman Nagar,1474,5,3,2000,1,9725942
624,Viman Nagar,2194,5,1,2011,1,14948229
625,Hinjewadi,3393,2,1,2011,0,14461370
626,Hinjewadi,2960,3,1,1983,1,6038001
627,Viman Nagar,964,3,2,1987,0,14102040
628,Hinjewadi,2304,5,2,1983,0,3328377
629,Viman Nagar,2820,3,2,1994,1,11877524
630,Viman Nagar,987,4,3,2013,0,2267237
631,Kalyani Nagar,2032,4,1,2009,1,11923155
632,Koregaon Park,1822,4,1,2010,1,9851886
633,Viman Nagar,3474,2,3,2000,1,10896583
634,Pimpri-Chinchwad,1881,3,2,2022,0,3550273
635,Koregaon Park,3448,2,1,2009,0,4771295
636,Koregaon Park,1103,2,1,1989,0,13247403
637,Koregaon Park,871,1,3,1982,0,11993593
638,Kalyani Nagar,3427,3,2,2003,0,2990673
639,Viman Nagar,2469,1,1,1989,1,7224689
640,Kalyani Nagar,3447,4,2,1988,0,7550488
641,Viman Nagar,2082,5,2,1982,1,2458344
642,Kalyani Nagar,2696,4,2,2019,1,11675748
643,Kalyani Nagar,1846,5,2,2010,1,12158173
644,Pimpri-Chinchwad,2930,2,1,2007,0,7931579
645,Kalyani Nagar,2464,1,3,2017,1,4398627
646,Hinjewadi,1590,2,2,2013,0,9785600
647,Pimpri-Chinchwad,2848,1,1,2019,1,2518348
648,Kalyani Nagar,3214,5,3,1992,0,10525884
649,Koregaon Park,2852,2,2,1981,0,2578937
650,Hinjewadi,2916,1,2,1996,0,12833225
651,Hinjewadi,1394,1,1,2017,0,9603095
652,Hinjewadi,2635,2,2,2004,1,9124319
653,Pimpri-Chinchwad,1708,5,1,2002,1,7500485
654,Kalyani Nagar,3435,1,3,1989,1,5823662
655,Kalyani Nagar,3354,4,3,2017,1,6637605
656,Koregaon Park,2061,5,2,1990,0,10983716
657,Koregaon Park,1084,2,2,1987,0,9966347
658,Hinjewadi,2058,1,1,1986,0,14451454
659,Koregaon Park,3222,3,3,2011,1,12956987
660,Pimpri-Chinchwad,3232,3,1,2022,0,4735774
661,Kalyani Nagar,2394,2,1,2002,0,9332669
662,Hinjewadi,2048,5,2,2004,1,6034341
663,Koregaon Park,1248,4,2,1993,0,5981070
664,Pimpri-Chinchwad,2025,3,2,2011,1,11155482
665,Pimpri-Chinchwad,1009,3,1,1994,0,5785680
666,Koregaon Park,1121,4,1,2010,0,10436258
667,Kalyani Nagar,3062,2,1,2013,1,3904242
668,Koregaon Park,2082,2,2,1997,0,13377756
669,Hinjewadi,3224,1,2,2013,0,4476986
670,Koregaon Park,2040,5,2,1991,0,4018048
671,Pimpri-Chinchwad,1324,5,1,2007,0,7147728
672,Koregaon Park,1321,3,1,2017,0,3438073
673,Kalyani Nagar,2213,3,1,1997,0,11835849
674,Viman Nagar,2276,3,2,2014,1,10882899
675,Koregaon Park,2257,1,3,1997,0,14317705
676,Kalyani Nagar,3270,5,1,2006,1,14722844
677,Kalyani Nagar,1738,1,1,2017,1,5570683
678,Pimpri-Chinchwad,1140,2,3,2003,0,8269658
679,Kalyani Nagar,1178,4,3,2004,0,7447343
680,Kalyani Nagar,2631,4,1,2003,0,14158662
681,Kalyani Nagar,2048,4,3,2005,1,2052224
682,Kalyani Nagar,1116,3,3,2011,1,4547903
683,Hinjewadi,1326,2,1,2018,0,12077502
684,Hinjewadi,1705,5,3,2007,1,10166604
685,Pimpri-Chinchwad,1312,5,3,1997,1,5446181
686,Koregaon Park,3177,1,1,1999,1,14133802
687,Kalyani Nagar,2827,2,1,2019,1,13539564
688,Koregaon Park,827,1,3,2013,0,10278505
689,Koregaon Park,1860,5,3,1996,0,10201402
690,Pimpri-Chinchwad,2682,3,1,1996,0,3427850
691,Kalyani Nagar,2389,4,1,1985,0,9970802
692,Kalyani Nagar,3478,2,1,2004,0,5418053
693,Viman Nagar,1194,4,1,2016,1,5667908
694,Koregaon Park,1524,4,3,2022,1,12898785
695,Koregaon Park,1092,1,3,2022,0,6058504
696,Hinjewadi,3269,2,2,1984,1,2797173
697,Viman Nagar,2072,3,1,1991,1,14679574
698,Hinjewadi,1769,2,1,2000,1,11628289
699,Hinjewadi,2774,1,3,2001,0,8255079
700,Hinjewadi,3403,2,3,2002,0,13723990
701,Pimpri-Chinchwad,2468,5,1,2009,1,3210353
702,Pimpri-Chinchwad,3102,5,3,1986,0,4636433
703,Hinjewadi,2007,2,3,1994,0,5458046
704,Viman Nagar,1202,4,3,1980,0,10685365
705,Koregaon Park,1838,5,2,1994,0,2076603
706,Viman Nagar,3154,2,1,1986,0,5187647
707,Kalyani Nagar,1976,5,3,2009,1,7433014
708,Pimpri-Chinchwad,1003,2,2,1994,1,7269272
709,Koregaon Park,1792,3,3,1983,0,9574911
710,Koregaon Park,866,1,1,2010,1,12654222
711,Kalyani Nagar,2323,4,1,2021,1,14965488
712,Kalyani Nagar,1605,3,2,1983,1,5231660
713,Hinjewadi,1500,5,2,1988,1,2027962
714,Pimpri-Chinchwad,1380,2,3,2016,0,2098374
715,Pimpri-Chinchwad,1869,1,1,1997,1,6647568
716,Viman Nagar,902,4,1,1986,0,3145241
717,Hinjewadi,1550,4,2,2018,0,14454975
718,Hinjewadi,1423,2,1,1998,0,9439898
719,Hinjewadi,1718,2,3,1994,0,14893020
720,Hinjewadi,2226,4,2,1986,1,5849530
721,Pimpri-Chinchwad,2292,2,3,1997,0,7190098
722,Pimpri-Chinchwad,2145,5,2,2018,1,7010216
723,Hinjewadi,1940,5,1,1995,1,2670443
724,Viman Nagar,1620,3,2,2019,0,11342054
725,Koregaon Park,3496,5,3,2015,0,14347066
726,Koregaon Park,3199,2,2,1986,0,6504312
727,Viman Nagar,2199,5,2,2008,0,9959514
728,Hinjewadi,1385,3,2,2012,1,6210059
729,Pimpri-Chinchwad,1208,5,1,2000,0,8204725
730,Koregaon Park,2720,1,1,2021,0,10153686
731,Kalyani Nagar,1700,3,1,2011,0,14447539
732,Kalyani Nagar,960,3,3,1985,0,4577528
733,Viman Nagar,1748,4,2,2021,1,4520156
734,Hinjewadi,2524,3,3,2011,0,3139849
735,Koregaon Park,2754,4,2,2003,0,6708814
736,Hinjewadi,1730,1,2,1993,0,8325082
737,Koregaon Park,1394,3,3,2019,0,2692581
738,Viman Nagar,938,1,2,2004,1,9974192
739,Viman Nagar,3081,2,3,1995,1,7699614
740,Kalyani Nagar,1339,3,3,1997,0,5799558
741,Hinjewadi,2985,2,1,1984,0,2356734
742,Kalyani Nagar,1602,2,3,2006,0,9428506
743,Hinjewadi,932,4,1,1981,1,8017600
744,Kalyani Nagar,3185,1,1,1988,0,10443535
745,Pimpri-Chinchwad,2316,3,2,1999,1,11663236
746,Pimpri-Chinchwad,2656,5,1,1984,0,4223922
747,Pimpri-Chinchwad,2531,3,1,2015,0,9293477
748,Pimpri-Chinchwad,3037,3,1,2018,0,3713745
749,Koregaon Park,2185,4,1,2000,0,14420696
750,Pimpri-Chinchwad,1423,2,1,2017,1,3258458
751,Viman Nagar,1293,1,3,1980,0,2401059
752,Viman Nagar,1073,5,3,1982,0,4817207
753,Koregaon Park,2429,3,2,2000,0,7813810
754,Pimpri-Chinchwad,1320,3,1,2002,1,12431228
755,Pimpri-Chinchwad,2515,4,3,1990,1,4973574
756,Pimpri-Chinchwad,3204,1,1,2006,0,2026117
757,Kalyani Nagar,1237,5,3,2014,1,2546284
758,Hinjewadi,1834,2,2,1982,0,6191345
759,Kalyani Nagar,3094,1,3,1997,0,9428799
760,Hinjewadi,2273,3,1,2013,0,3952608
761,Pimpri-Chinchwad,1086,2,3,1998,0,4622755
762,Pimpri-Chinchwad,1739,4,2,2002,1,2973681
763,Kalyani Nagar,855,5,2,2000,1,13601390
764,Kalyani Nagar,1144,4,1,1989,1,6117519
765,Hinjewadi,946,5,3,2021,0,2838229
766,Viman Nagar,3135,2,1,2016,1,5447514
767,Hinjewadi,1219,2,3,2016,1,5031307
768,Kalyani Nagar,1382,3,2,2016,0,12823112
769,Kalyani Nagar,1056,4,2,2021,0,2081040
770,Koregaon Park,920,3,1,1995,0,13600228
771,Kalyani Nagar,3037,1,3,1997,1,12695223
772,Koregaon Park,1643,3,3,2021,1,10123844
773,Viman Nagar,818,2,1,1992,0,12520959
774,Hinjewadi,3246,1,3,2000,0,12121420
775,Hinjewadi,2794,1,3,1995,0,7586596
776,Koregaon Park,2544,3,2,1986,1,14530562
777,Hinjewadi,2758,4,1,1980,0,8354624
778,Kalyani Nagar,1452,5,1,2012,1,12313031
779,Pimpri-Chinchwad,1295,5,3,1983,1,3594626
780,Koregaon Park,1388,3,1,1984,0,3371023
781,Hinjewadi,1127,3,1,1997,1,13080689
782,Koregaon Park,824,4,3,1998,1,14606002
783,Koregaon Park,1480,3,2,2002,1,13300151
784,Pimpri-Chinchwad,2093,1,2,2012,0,13018213
785,Kalyani Nagar,3402,3,2,1991,1,10141033
786,Koregaon Park,2803,4,1,1996,1,7679516
787,Hinjewadi,3315,4,1,1985,0,8704759
788,Viman Nagar,1097,4,1,1984,1,9240146
789,Koregaon Park,1722,4,2,1999,0,11197741
790,Koregaon Park,832,5,2,1988,1,8772243
791,Pimpri-Chinchwad,1726,4,3,1993,1,12124489
792,Kalyani Nagar,1446,5,2,2009,1,13382794
793,Viman Nagar,3223,2,2,2021,1,4795844
794,Hinjewadi,2351,4,1,2003,1,13361715
795,Viman Nagar,1149,1,1,1997,0,13567387
796,Hinjewadi,1074,4,1,2007,0,10439412
797,Kalyani Nagar,3349,1,1,2015,1,4458688
798,Hinjewadi,2059,3,3,2005,1,13433459
799,Pimpri-Chinchwad,2672,3,3,1987,0,12492642
800,Pimpri-Chinchwad,2400,5,1,1995,0,2035353
801,Pimpri-Chinchwad,1076,1,2,1996,0,8118306
802,Pimpri-Chinchwad,1536,1,2,1988,1,4568863
803,Viman Nagar,982,3,3,2023,1,8265310
804,Kalyani Nagar,1322,3,3,2020,1,11720084
805,Hinjewadi,1410,4,1,1989,0,4216136
806,Hinjewadi,2243,5,3,2023,1,7280986
807,Pimpri-Chinchwad,838,1,1,1996,1,7012970
808,Pimpri-Chinchwad,1361,2,3,1985,0,12540100
809,Koregaon Park,2867,2,1,1984,1,4426427
810,Kalyani Nagar,2502,5,2,2011,1,7089786
811,Viman Nagar,1290,2,2,2015,0,9062881
812,Hinjewadi,2232,3,1,2003,0,12050323
813,Koregaon Park,2718,4,2,2017,1,9656312
814,Koregaon Park,2588,3,2,1997,0,12011403
815,Hinjewadi,2535,3,2,2016,0,4972072
816,Viman Nagar,1011,5,3,2011,1,5254606
817,Koregaon Park,2123,3,2,1981,1,7615235
818,Koregaon Park,3443,5,1,1997,1,12458997
819,Kalyani Nagar,2072,5,1,1995,1,2481725
820,Viman Nagar,1172,1,1,1994,1,7860010
821,Koregaon Park,1260,4,3,1983,1,14922191
822,Viman Nagar,1861,5,3,2000,1,2395116
823,Hinjewadi,2293,2,2,1997,1,14577976
824,Pimpri-Chinchwad,2971,2,3,2015,0,10408467
825,Koregaon Park,2121,5,3,1983,1,7777846
826,Kalyani Nagar,1898,4,1,2004,1,7646240
827,Hinjewadi,2029,1,2,2017,1,2347952
828,Viman Nagar,2479,3,2,2023,0,3907807
829,Hinjewadi,2886,4,2,1997,1,9697501
830,Koregaon Park,2299,2,2,1992,1,7280854
831,Viman Nagar,1927,1,3,2009,1,11437261
832,Pimpri-Chinchwad,2281,3,1,2010,0,5658012
833,Hinjewadi,2355,1,2,1993,1,11914753
834,Koregaon Park,2170,5,1,1996,1,6763154
835,Kalyani Nagar,1653,4,2,1998,0,6507363
836,Viman Nagar,3135,5,3,1984,0,6943926
837,Hinjewadi,3478,1,1,2010,1,6309691
838,Hinjewadi,976,3,2,1984,1,5294350
839,Pimpri-Chinchwad,1102,1,2,2016,1,14932715
840,Pimpri-Chinchwad,2852,2,3,1986,0,10234334
841,Kalyani Nagar,2781,4,1,2023,0,5783628
842,Kalyani Nagar,3350,1,1,2013,0,14243119
843,Koregaon Park,1576,3,3,2016,1,8052760
844,Koregaon Park,1254,1,3,1987,0,8404106
845,Kalyani Nagar,2765,2,1,2017,0,3705150
846,Kalyani Nagar,2064,1,3,1999,1,7580371
847,Viman Nagar,1527,5,3,2014,0,2107649
848,Pimpri-Chinchwad,3353,1,2,1991,1,7082702
849,Koregaon Park,2544,1,1,2015,0,11913299
850,Pimpri-Chinchwad,3440,4,3,2014,0,12384440
851,Pimpri-Chinchwad,3083,1,3,2001,1,4788099
852,Kalyani Nagar,2356,5,2,1980,0,3711387
853,Viman Nagar,2009,1,3,2016,0,7386474
854,Hinjewadi,2713,4,3,1997,0,2116807
855,Viman Nagar,2640,3,3,1984,0,3740871
856,Viman Nagar,2561,5,3,2008,0,10209849
857,Pimpri-Chinchwad,3052,4,3,1994,0,13641950
858,Viman Nagar,2989,1,1,2001,1,14169617
859,Koregaon Park,2403,1,2,2022,1,13147919
860,Pimpri-Chinchwad,1181,2,2,2017,0,8226464
861,Koregaon Park,2807,3,1,1994,0,5025337
862,Hinjewadi,2981,4,2,1993,1,2118069
863,Pimpri-Chinchwad,3251,4,1,1984,1,2621601
864,Hinjewadi,2861,5,2,2016,1,8769284
865,Pimpri-Chinchwad,1172,2,2,1994,1,12719120
866,Kalyani Nagar,2000,1,3,1998,1,3314270
867,Viman Nagar,2086,1,1,1997,0,12579970
868,Kalyani Nagar,2989,2,3,2019,1,3119223
869,Hinjewadi,1331,1,1,2011,0,3576181
870,Viman Nagar,3067,5,1,2018,1,6052257
871,Pimpri-Chinchwad,2732,1,2,1984,0,9030857
872,Viman Nagar,1112,1,3,1982,0,13533453
873,Koregaon Park,3096,3,1,1997,0,8535204
874,Viman Nagar,976,3,2,1996,0,5186252
875,Koregaon Park,2571,4,2,2022,1,11341449
876,Viman Nagar,1254,1,2,2002,1,8501597
877,Koregaon Park,1748,2,3,2014,1,13089929
878,Hinjewadi,2771,1,3,2023,0,4258774
879,Kalyani Nagar,2688,4,2,1992,0,6840343
880,Pimpri-Chinchwad,2253,2,2,2002,0,8716574
881,Viman Nagar,2650,1,3,1980,1,4513702
882,Kalyani Nagar,2344,2,3,1995,0,2222138
883,Pimpri-Chinchwad,1876,2,2,2016,1,11774327
884,Pimpri-Chinchwad,2426,2,3,1983,0,12585288
885,Koregaon Park,3118,1,1,2004,0,10878237
886,Hinjewadi,3165,5,3,2014,0,3094337
887,Hinjewadi,2036,3,2,1990,1,8398913
888,Kalyani Nagar,963,2,1,2010,1,5847003
889,Hinjewadi,3073,2,1,1997,0,8115081
890,Viman Nagar,1220,4,1,2011,0,6857316
891,Hinjewadi,1211,5,2,1985,1,12484195
892,Kalyani Nagar,2075,3,3,1980,0,9604901
893,Hinjewadi,1981,5,1,1982,1,5834729
894,Viman Nagar,2366,1,2,1993,0,13568998
895,Koregaon Park,2855,4,3,2007,1,4825563
896,Kalyani Nagar,2821,5,3,1982,1,9230004
897,Koregaon Park,1922,2,2,1997,1,11580676
898,Koregaon Park,1766,5,1,2022,1,13804988
899,Koregaon Park,1649,3,2,2002,0,8457584
900,Pimpri-Chinchwad,2767,1,2,1981,0,2498009
901,Pimpri-Chinchwad,3075,5,3,1997,1,4022387
902,Koregaon Park,3033,2,2,2017,0,4516862
903,Kalyani Nagar,2932,3,1,2006,1,6863634
904,Viman Nagar,2595,2,2,1987,0,9168111
905,Viman Nagar,1407,3,2,1993,1,9229872
906,Hinjewadi,2415,3,2,1990,1,14680587
907,Kalyani Nagar,2097,4,1,1989,0,7522497
908,Pimpri-Chinchwad,2817,4,2,2008,1,2158713
909,Koregaon Park,2613,4,1,2006,1,5778742
910,Hinjewadi,1082,5,1,1992,1,13082270
911,Viman Nagar,2879,4,3,1992,0,7036697
912,Pimpri-Chinchwad,2278,2,1,2005,1,9813605
913,Pimpri-Chinchwad,2059,2,2,2002,1,14997026
914,Koregaon Park,1756,2,1,2008,0,7031755
915,Viman Nagar,2055,4,1,1980,1,2452562
916,Kalyani Nagar,963,1,1,1997,1,10319445
917,Pimpri-Chinchwad,3113,2,2,1997,1,3045419
918,Koregaon Park,930,3,1,2018,1,2766901
919,Kalyani Nagar,1899,1,1,1993,0,13342130
920,Viman Nagar,2047,2,1,2014,1,10146669
921,Pimpri-Chinchwad,2398,3,1,2007,1,11472370
922,Kalyani Nagar,3218,1,3,2002,1,10879547
923,Kalyani Nagar,1149,4,2,2011,0,10726315
924,Kalyani Nagar,1705,4,2,2015,1,2494104
925,Pimpri-Chinchwad,2757,2,1,2022,0,7047673
926,Pimpri-Chinchwad,819,2,3,1992,0,2576744
927,Hinjewadi,2686,5,1,1993,0,2753487
928,Viman Nagar,1202,5,1,1987,1,2944907
929,Koregaon Park,2826,4,2,1985,1,4256580
930,Kalyani Nagar,1225,5,3,2007,1,7792826
931,Hinjewadi,1589,1,1,2008,1,4994777
932,Koregaon Park,2451,3,3,2016,0,8006405
933,Hinjewadi,3341,1,2,2009,0,2241728
934,Pimpri-Chinchwad,1131,5,2,2002,0,8787497
935,Kalyani Nagar,3120,5,1,2023,0,14556365
936,Koregaon Park,1161,1,3,2004,1,7279568
937,Koregaon Park,2859,2,2,1985,1,9765899
938,Koregaon Park,2430,4,1,2011,1,2351922
939,Koregaon Park,3057,1,3,1994,0,8397957
940,Koregaon Park,2874,2,3,1984,1,14786766
941,Hinjewadi,3295,1,3,2004,1,8681752
942,Kalyani Nagar,2964,4,2,1984,0,14530886
943,Pimpri-Chinchwad,2398,5,3,2013,1,12104395
944,Pimpri-Chinchwad,1226,3,2,1996,0,8291802
945,Pimpri-Chinchwad,3045,2,2,2010,0,10635344
946,Pimpri-Chinchwad,955,4,3,1985,0,4641551
947,Hinjewadi,1949,4,3,1989,0,5231709
948,Viman Nagar,1201,5,1,1989,0,7489280
949,Kalyani Nagar,2828,2,1,1998,1,10888312
950,Koregaon Park,1418,3,1,2016,0,12069796
951,Viman Nagar,3341,3,2,1985,1,12028124
952,Pimpri-Chinchwad,1624,2,3,1994,0,11069224
953,Viman Nagar,2857,4,1,1992,1,6255046
954,Kalyani Nagar,2362,5,3,1983,1,6304300
955,Koregaon Park,3121,1,2,2013,0,10682414
956,Koregaon Park,3144,4,1,2002,0,12000104
957,Kalyani Nagar,1364,2,1,2001,0,8404961
958,Kalyani Nagar,812,5,1,1990,1,14160067
959,Pimpri-Chinchwad,2119,2,1,2003,1,8947678
960,Koregaon Park,2570,1,1,1999,1,4224265
961,Viman Nagar,3399,3,1,2019,0,7249001
962,Hinjewadi,3153,3,1,2022,1,10989424
963,Hinjewadi,3479,2,2,1995,1,6766744
964,Kalyani Nagar,3216,5,2,2023,0,4226199
965,Pimpri-Chinchwad,2364,5,2,1980,0,11001505
966,Hinjewadi,3433,3,2,1996,1,11767154
967,Koregaon Park,3477,4,1,1992,1,4177267
968,Kalyani Nagar,1973,5,1,1989,0,9450473
969,Viman Nagar,2046,4,3,2005,0,9718910
970,Kalyani Nagar,3145,5,1,2019,0,8768479
971,Viman Nagar,2870,4,1,2017,0,4640722
972,Kalyani Nagar,2787,2,3,2018,0,2008197
973,Kalyani Nagar,2311,1,1,1991,1,8362189
974,Kalyani Nagar,1517,3,1,2000,1,8274635
975,Viman Nagar,1174,5,2,1980,0,11050308
976,Viman Nagar,1209,2,2,2011,1,2616713
977,Kalyani Nagar,3149,2,1,2001,1,14142668
978,Hinjewadi,1159,5,1,1989,1,11546530
979,Pimpri-Chinchwad,3075,3,3,2009,0,11039878
980,Pimpri-Chinchwad,1514,2,2,1993,1,10496312
981,Pimpri-Chinchwad,1677,2,2,2021,1,8827585
982,Viman Nagar,3350,1,1,2002,0,11809052
983,Viman Nagar,3183,1,1,1985,0,8201733
984,Hinjewadi,2313,4,1,2009,0,14485245
985,Pimpri-Chinchwad,1198,2,3,2016,1,3841088
986,Pimpri-Chinchwad,2055,5,1,2021,0,11180532
987,Kalyani Nagar,1102,3,3,2019,1,7713742
988,Viman Nagar,1951,3,3,1983,0,9567539
989,Pimpri-Chinchwad,2162,3,2,1992,1,12344825
990,Hinjewadi,1115,5,1,1989,0,12885071
991,Hinjewadi,2407,2,2,2023,0,13564137
992,Pimpri-Chinchwad,1694,3,3,2017,0,9005924
993,Viman Nagar,3096,2,3,2007,0,11565690
994,Hinjewadi,2737,3,3,2019,1,4228267
995,Kalyani Nagar,1092,1,2,1980,1,3874839
996,Hinjewadi,1167,1,1,2018,1,9511067
997,Koregaon Park,1591,3,2,1992,1,5908695
998,Koregaon Park,1392,1,2,2015,1,4070179
999,Viman Nagar,2743,4,1,1993,1,8918136
1000,Pimpri-Chinchwad,989,5,2,1987,1,12712716
1001,Viman Nagar,2576,1,3,2023,0,14301704
1002,Viman Nagar,1246,1,2,1980,0,6731906
1003,Viman Nagar,1579,1,3,1997,0,9320887
1004,Viman Nagar,898,5,2,1986,0,5118777
1005,Kalyani Nagar,1147,5,2,2020,1,3824698
1006,Kalyani Nagar,2601,5,1,1993,0,14247904
1007,Hinjewadi,1238,3,2,2006,1,6315063
1008,Koregaon Park,1868,5,3,1988,0,12636434
1009,Viman Nagar,1147,3,3,2012,0,5456199
1010,Hinjewadi,1860,5,2,1985,1,9377500
1011,Koregaon Park,2435,1,2,1998,1,5779646
1012,Pimpri-Chinchwad,3202,4,2,1998,1,4862740
1013,Kalyani Nagar,2698,3,1,2005,1,13520263
1014,Koregaon Park,2263,5,2,2015,0,11556437
1015,Pimpri-Chinchwad,2512,2,3,1985,1,14548697
1016,Koregaon Park,1753,2,2,2012,1,9313501
1017,Kalyani Nagar,1563,2,3,2000,0,2558997
1018,Kalyani Nagar,2388,5,3,1998,1,7370973
1019,Hinjewadi,2696,2,3,2019,1,7346512
1020,Viman Nagar,2309,2,3,2009,0,5739781
1021,Koregaon Park,2974,4,1,2011,1,12806546
